"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"1092","30531-1742","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1093","30270-1730","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1094","30270-1731","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1095","30610-1732","Highlander","Daylight","Y"," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1096","30270-1729","I-Pace","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1097","30270-1728","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1098","30270-1727","I-Pace","Dawn / Dusk","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1099","30412-1389","Bolt","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1100","502-1697","Escape","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1101","30414-1719","GEN2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1102","30414-1718","GEN2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1103","30792-1699","Leaf SL","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1104","502-1697","",""," "," "," ",NA," ",NA," "," ","",""
"1105","30290-1642","Escape","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1106","30412-1674","Bolt","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1107","30711-1624","Kona/EV","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1108","30414-1540","GEN2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1109","30414-1391","GEN2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1110","30531-1618","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1111","30270-1613","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1112","30270-1583","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1113","30414-1540","GEN2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1114","30270-1535","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1115","30531-1507","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1116","30531-1506","Pacifica","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1117","30531-1505","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1118","30531-1504","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1119","30531-1503","I-Pace","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1120","30531-1200","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1121","30270-1501","Pacifica","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1122","30270-1500","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1123","30270-1498","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1124","30270-1498","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1125","30270-1495","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1126","30270-1494","I-Pace","Dark - Not Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1127","30590-1482","RX 450h","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1128","30610-1441","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1129","30531-1382","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1130","30270-1410","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1131","30414-1391","GEN2","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1132","30531-1382","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1133","30270-1371","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1134","30531-1328","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1135","30531-1327","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1136","30531-1326","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1137","30531-1191","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1138","30531-33","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1139","30415-1317","Arma ","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1140","30490-1314","Olli 1.0","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1141","30270-1312","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1142","30270-1310","I-Pace","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1143","30270-1311","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1144","30412-1293","Bolt","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1145","30830-1297","1.0","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1146","30290-1279","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1147","30690-1286","Olli","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1148","30610-1281","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1149","1306-1247","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1150","30531-1200","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1151","30531-1191","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1152","30270-1236","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1153","502-1163","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1154","30290-1161","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1155","30270-1220","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1156","30413-1207","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1157","30413-1206","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1158","30412-1138","Bolt","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1159","30531-1200","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1160","30270-1192","Pacifica","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1161","30531-1191","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1162","502-1163","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1163","502-1163","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1164","30290-1161","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1165","30270-1160","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1166","30412-1138","Bolt","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","Unknown"
"1167","30413-1130","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1168","30610-1091","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1169","30610-1083","Highlander","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1170","30412-1089","Bolt","Dark - Lighted","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1171","30610-1080","Highlander","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1172","30531-6","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1173","30531-2","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1174","30290-1072","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1175","30290-1071","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1176","1306-1065","RX450H","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1177","30792-1031","MKZ","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1178","30531-33","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1179","30290-15","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1180","30531-33","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1181","30270-31","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1182","502-18","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1183","30412-16","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1184","30412-16","AV","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1185","30290-15","Fusion","Daylight","Y"," "," ",NA," ",NA," "," ","","Minor"
"1186","30270-4","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1187","30531-6","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1188","30531-2","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1189","30270-1","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1190","30531-6","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1191","30270-4","I-Pace","Daylight","Y"," "," ",NA," ",NA," "," ","","No Injuries Reported"
"1192","30531-2","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
"1193","30270-1","Pacifica","Daylight"," "," ","Y",NA," ",NA," "," ","","No Injuries Reported"
